"Entry","Positive","Strong","Active","Role","Negative","Weak","Passive","Object"
"EARN#1",,"Strong","Active",,,,,
"EARN#2",,"Strong","Active",,,,,
"EARN#3",,"Strong","Active",,,,,
"EARNER",,"Strong",,"Role",,,,
"EARNEST","Positiv","Strong",,,,,,
"EARNESTNESS","Positiv",,,,,,,
"EARTH#1",,,,,,,,
"EARTH#2",,,,,,,,
"EARTH#3",,,,,,,,
"EARTHQUAKE",,,,,,,,
"EASE#1","Positiv",,,,,,,
"EASE#2","Positiv",,,,,,,
"EASE#3",,,,,,,,
"EASIEST",,,,,,,,
"EAST",,,,,,,,
"EAST-GERMANY",,,,,,,,
"EAST-WEST",,,,,,,,
"EASTER",,,,,,,,
"EASTERN",,,,,,,,
"EASTERN-EUROPE",,,,,,,,
"EASTERNER",,,,"Role",,,,
"EASY#1","Positiv",,,,,,,
"EASY#2","Positiv",,,,,,,
"EASY#3","Positiv",,,,,,,
"EASY#4","Positiv",,,,,,,
"EAT#1",,,"Active",,,,,
"EAT#2",,,"Active",,,,,
"EATEN#1",,,,,,,,
"EATER",,,,"Role",,,,
"ECCENTRIC",,,,,"Negativ",,,
"ECCENTRICITY",,,,,"Negativ",,,
"ECCLESIASTICAL",,,,,,,,
"ECHO#1",,,,,,,,
"ECHO#2",,,,,,,,
"ECONOMIC",,,,,,,,
"ECONOMICAL",,,,,,,,
"ECONOMICS",,,,,,,,
"ECONOMIST",,,,,,,,
"ECONOMIZE","Positiv",,"Active",,,,,
"ECONOMY",,,,,,,,
"ECSC",,,,,,,,
"ECSTASY","Positiv",,,,,,,
"ECSTATIC","Positiv",,,,,,,
"ECUADOR",,,,,,,,
"ECUMENICAL",,,,,,,,
"EDC",,,,,,,,
"EDGE#1",,,,,,,,
"EDGE#2",,,,,,,,
"EDGE#3",,,,,,,,
"EDGE#4",,,,,"Negativ","Weak",,
"EDIBLE","Positiv",,,,,,,
"EDINBURGH",,,,,,,,
"EDITION",,,,,,,,"Object"
"EDITOR",,"Strong",,"Role",,,,
"EDITORIAL",,,,,,,,
"EDUCATE",,"Strong","Active",,,,,
"EDUCATED#1","Positiv",,,,,,,
"EDUCATED#2",,,,,,,,
"EDUCATION","Positiv",,,,,,,
"EDUCATIONAL","Positiv",,,,,,,
"EDUCATOR",,,,,,,,
"EEC",,,,,,,,
"EFFECT#1",,,,,,,"Passive",
"EFFECT#2",,"Strong","Active",,,,,
"EFFECT#3",,,"Active",,,,,
"EFFECT#4",,,,,,,,
"EFFECT#5",,,"Active",,,,,
"EFFECT#6",,,,,,,,"Object"
"EFFECTIVE","Positiv","Strong","Active",,,,,
"EFFECTIVENESS","Positiv","Strong","Active",,,,,
"EFFICACY","Positiv","Strong","Active",,,,,
"EFFICIENCY","Positiv","Strong",,,,,,
"EFFICIENT","Positiv","Strong",,,,,,
"EFFORT",,,"Active",,,,,
"EFTA",,,,,,,,
"EGG",,,,,,,,"Object"
"EGO",,,,"Role",,,,
"EGOTISTICAL",,,,,"Negativ",,,
"EGYPT",,,,,,,,
"EIGHT",,,,,,,,
"EIGHTEEN",,,,,,,,
"EIGHTEENTH",,,,,,,,
"EIGHTH#1",,,,,,,,
"EIGHTH#2",,,,,,,,
"EIGHTY",,,,,,,,
"EITHER#1",,,,,,,,
"EITHER#2",,,,,,,,
"EITHER#3",,,,,,,,
"EITHER#4",,,,,,,,
"EL-SALVADOR",,,,,,,,
"ELABORATE","Positiv",,"Active",,,,,
"ELABORATION","Positiv",,,,,,,
"ELAPSE#1",,,,,,,"Passive",
"ELAPSE#2",,,,,,,"Passive",
"ELASTIC",,,,,,"Weak",,
"ELASTICITY",,,,,,"Weak",,
"ELATE","Positiv",,,,,,,
"ELDER#1",,"Strong",,"Role",,,,
"ELDER#2",,"Strong",,,,,,
"ELDERLY",,,,,,"Weak",,
"ELDEST",,,,,,,,
"ELECT#1",,,"Active",,,,,
"ELECT#2",,,,,,,,
"ELECTION",,,"Active",,,,,
"ELECTOR",,,,,,,,
"ELECTORAL",,,,,,,,
"ELECTRIC",,,,,,,,"Object"
"ELECTRICAL",,,,,,,,
"ELECTRICITY",,,,,,,,
"ELECTRON",,,,,,,,"Object"
"ELECTRONIC",,,,,,,,"Object"
"ELECTRONICS",,,,,,,,
"ELEGANCE","Positiv",,,,,,,
"ELEGANT","Positiv",,,,,,,
"ELEMENT",,,,,,,,
"ELEMENTAL",,,,,,,,
"ELEMENTARY",,,,,,,,
"ELEPHANT",,,,,,,,
"ELEVATE#1",,"Strong","Active",,,,,
"ELEVATE#2",,"Strong","Active",,,,,
"ELEVATOR",,,,,,,,"Object"
"ELEVEN",,,,,,,,
"ELIGIBLE",,,,,,,,
"ELIMINATE",,"Strong","Active",,"Negativ",,,
"ELIMINATION",,"Strong","Active",,"Negativ",,,
"ELITE",,,,,,,,
"ELITISM",,,,,,,,
"ELONGATED",,,,,,,,
"ELOQUENT","Positiv",,,,,,,
"ELSE#1",,,,,,,,
"ELSE#2",,,,,,,,
"ELSEWHERE",,,,,,,,
"EMANCIPATION",,"Strong",,,,,,
"EMASCULATE",,,,,,,,
"EMBARK",,,,,,,,
"EMBARRASS",,,"Active",,"Negativ",,,
"EMBARRASSED",,,,,,,,
"EMBARRASSMENT",,,,,"Negativ","Weak",,
"EMBASSY",,,,,,,,
"EMBELLISH","Positiv",,"Active",,,,,
"EMBITTER",,,,,,,,
"EMBODY",,,,,,,,
"EMBRACE#1","Positiv",,"Active",,,,,
"EMBRACE#2","Positiv",,"Active",,,,,
"EMERGE#1",,,"Active",,,,,
"EMERGE#2",,,"Active",,,,,
"EMERGENCY",,,,,"Negativ",,,
"EMINENCE","Positiv","Strong",,,,,,
"EMINENT","Positiv","Strong",,,,,,
"EMISSARY",,,,,,,,
"EMOTION",,,,,,,"Passive",
"EMOTIONAL#1",,,,,,,"Passive",
"EMOTIONAL#2",,,,,,,"Passive",
"EMPATHY","Positiv",,,,,,,
"EMPEROR",,"Strong",,"Role",,,,
"EMPHASIS",,"Strong",,,,,,
"EMPHASISE#1",,,,,,,,
"EMPHASIZE",,"Strong",,,,,,
"EMPHATIC",,"Strong","Active",,,,,
"EMPIRE",,,,,,,,
"EMPIRICAL",,,,,,,,
"EMPLOY",,"Strong",,,,,,
"EMPLOYEE",,,,"Role",,"Weak",,
"EMPLOYER",,"Strong",,"Role",,,,
"EMPLOYMENT",,,,,,,,
"EMPOWER","Positiv","Strong","Active",,,,,
"EMPOWERMENT","Positiv","Strong",,,,,,
"EMPTY#1",,,,,"Negativ","Weak",,
"EMPTY#2",,,"Active",,"Negativ",,,
"ENABLE","Positiv","Strong",,,,,,
"ENACT",,"Strong","Active",,,,,
"ENACTMENT",,"Strong","Active",,,,,
"ENCHANT#1","Positiv",,,,,,,
"ENCHANT#2","Positiv",,,,,,,
"ENCHANTMENT","Positiv",,,,,,,
"ENCLOSE#1",,"Strong","Active",,,,,
"ENCLOSE#2",,"Strong","Active",,,,,
"ENCOMPASS",,"Strong",,,,,,
"ENCOUNTER#1",,,,,,,,
"ENCOUNTER#2",,,,,,,,
"ENCOURAGE#1","Positiv",,"Active",,,,,
"ENCOURAGE#2","Positiv",,,,,,,
"ENCOURAGEMENT","Positiv",,"Active",,,,,
"ENCROACH",,,,,"Negativ",,,
"ENCROACHMENT",,,,,"Negativ",,,
"END#1",,,,,,,,
"END#2",,,"Active",,,,,
"END#3",,,"Active",,,,"Passive",
"END#4",,,,,,,,"Object"
"END#5",,,,,,,,
"END#6",,,,,,,,
"ENDANGER",,,,,"Negativ",,,
"ENDEAR","Positiv",,"Active",,,,,
"ENDEAVOR",,,"Active",,,,,
"ENDLESS",,"Strong",,,,,,
"ENDORSE","Positiv","Strong",,,,,,
"ENDOW","Positiv",,"Active",,,,,
"ENDOWMENT",,,,,,,,
"ENDURANCE","Positiv","Strong",,,,,,
"ENDURE#1",,"Strong",,,,,"Passive",
"ENDURE#2",,"Strong",,,,,"Passive",
"ENEMY",,,,"Role","Negativ",,,
"ENERGETIC","Positiv","Strong","Active",,,,,
"ENERGIZE","Positiv","Strong","Active",,,,,
"ENERGY",,"Strong",,,,,,
"ENFORCE",,"Strong","Active",,"Negativ",,,
"ENFORCEMENT",,"Strong",,,,,,
"ENFRANCHISEMENT",,,,,,,,
"ENGAGE#1",,,,,,,,
"ENGAGE#2",,,,,,,,
"ENGAGE#3",,,"Active",,,,,
"ENGAGE#4",,,,,,,,
"ENGAGE#5","Positiv",,,,,,,
"ENGAGEMENT",,,,,,,,
"ENGINE",,,,,,,,"Object"
"ENGINEER",,,,"Role",,,,
"ENGLAND",,,,,,,,
"ENGLISH",,,,,,,,
"ENGULF",,"Strong","Active",,"Negativ",,,
"ENHANCE","Positiv","Strong",,,,,,
"ENHANCEMENT","Positiv",,,,,,,
"ENJOY","Positiv",,,,,,"Passive",
"ENJOYABLE","Positiv",,,,,,,
"ENJOYMENT","Positiv",,,,,,"Passive",
"ENLARGE#1",,,,,,,,
"ENLARGE#2",,,,,,,,
"ENLIGHTEN#1","Positiv",,,,,,,
"ENLIGHTEN#2","Positiv",,,,,,,
"ENLIGHTENMENT","Positiv",,,,,,,
"ENLIST#1",,,,,,,,
"ENLIST#2",,,,,,,,
"ENLISTMENT",,,,,,,,
"ENORMOUS",,"Strong",,,,,,
"ENOUGH#1",,,,,,,,
"ENOUGH#2",,,,,,,,
"ENOUGH#3",,,,,,,,
"ENOUGH#4",,,,,,,,
"ENRAGE",,,,,"Negativ",,,
"ENRICH","Positiv","Strong","Active",,,,,
"ENRICHMENT","Positiv","Strong",,,,,,
"ENROLL",,,"Active",,,,,
"ENROLLMENT",,,,,,,,
"ENROLMENT#1",,,,,,,,
"ENSEMBLE","Positiv",,,,,,,
"ENSLAVE",,,,,"Negativ",,,
"ENSURE","Positiv","Strong",,,,,,
"ENTAIL",,,,,,,,
"ENTANGLE",,,,,"Negativ",,,
"ENTANGLEMENT",,,,,"Negativ",,,
"ENTER",,,"Active",,,,,
"ENTERPRISE",,"Strong","Active",,,,,
"ENTERTAIN#1","Positiv",,"Active",,,,,
"ENTERTAIN#2","Positiv",,"Active",,,,,
"ENTERTAINMENT","Positiv",,,,,,,
"ENTHUSIASM","Positiv",,,,,,,
"ENTHUSIASTIC","Positiv","Strong",,,,,,
"ENTIRE",,"Strong",,,,,,
"ENTITLE",,"Strong",,,,,,
"ENTITY",,,,,,,"Passive",
"ENTRANCE#1",,,,,,,,"Object"
"ENTRANCE#2",,,"Active",,,,,
"ENTRANCE#3",,,,,,,,
"ENTREAT",,,,,"Negativ","Weak",,
"ENTREPRENEURIAL","Positiv",,,,,,,
"ENTROPY",,,,,,,,
"ENTRUST","Positiv",,"Active",,,,,
"ENTRY",,,,,,,,"Object"
"ENUNCIATE",,,,,,,,
"ENVIOUS",,,,,"Negativ",,,
"ENVIRONMENT",,,,,,,,
"ENVIRONMENTAL",,,,,,,,
"ENVISAGE",,,,,,,,
"ENVISION","Positiv",,"Active",,,,,
"ENVOY",,,,,,,,
"ENVY",,,,,"Negativ",,,
"EPIDEMIC",,,,,"Negativ",,,
"EPITHET",,,,,"Negativ",,,
"EQUAL#1",,,,,,,,
"EQUAL#2",,,,"Role",,,,
"EQUAL#3",,"Strong",,,,,,
"EQUAL#4",,,,,,,,
"EQUALITY","Positiv",,,,,,,
"EQUALIZATION",,,,,,,,
"EQUATE",,,,,,,,
"EQUATION",,,,,,,,
"EQUILIBRIUM",,"Strong",,,,,,
"EQUIP",,"Strong","Active",,,,,
"EQUIPMENT",,,,,,,,"Object"
"EQUITABLE","Positiv",,,,,,,
"EQUITY","Positiv",,,,,,,
"EQUIVALENT",,,,,,,,
"EQUIVOCAL",,,,,"Negativ","Weak",,
"ERA",,,,,,,,
"ERADICATE",,,"Active",,"Negativ",,,
"ERASE",,,"Active",,"Negativ",,,
"ERECT#1",,"Strong","Active",,,,,
"ERECT#2",,"Strong","Active",,,,,
"ERODE",,,,,"Negativ",,"Passive",
"EROSION",,,,,"Negativ",,,
"ERR",,,"Active",,"Negativ","Weak",,
"ERRONEOUS",,,,,"Negativ","Weak",,
"ERROR",,,,,"Negativ",,,
"ESCAPE#1",,"Strong","Active",,,,,
"ESCAPE#2",,"Strong","Active",,,,,
"ESCAPE#3",,,,,,,,
"ESCORT",,,,,,,,
"ESOTERIC",,,,,"Negativ",,,
"ESPECIALLY",,,,,,,,
"ESPLANADE",,,,,,,,
"ESSAY",,,,,,,,
"ESSENCE",,"Strong",,,,,,
"ESSENTIAL#1","Positiv","Strong",,,,,,
"ESSENTIAL#2","Positiv","Strong",,,,,,
"ESSENTIAL#3",,,,,,,,
"ESTABLISH#1","Positiv","Strong","Active",,,,,
"ESTABLISH#2","Positiv","Strong",,,,,,
"ESTABLISHMENT",,,,,,,,
"ESTATE",,,,,,,,
"ESTEEM","Positiv",,,,,,,
"ESTIMATE#1",,,,,,,,
"ESTIMATE#2",,,,,,,,
"ESTRANGE",,,,,,,,
"ESTRANGED",,,,,"Negativ",,,
"ESTRANGEMENT",,,,,,,,
"ETC",,,,,,,,
"ETC.",,,,,,,,
"ETERNAL",,"Strong",,,,,,
"ETHICAL","Positiv",,,,,,,
"ETHICS","Positiv",,,,,,,
"ETHIOPIA",,,,,,,,
"ETHNIC",,,,,,,,
"ETHOS",,,,,,,,
"ETIQUETTE","Positiv",,,,,,,
"ETRANS#1",,,,,,,,
"ETRANS#2",,,,,,,,
"ETRANS#3",,,,,,,,
"ETRANS#4",,,,,,,,
"EURATOM",,,,,,,,
"EUROPE",,,,,,,,
"EUROPEAN",,,,,,,,
"EVACUATE",,,,,,,,
"EVACUATION",,,,,,,,
"EVADE",,,"Active",,"Negativ",,,
"EVALUATE",,,"Active",,,,,
"EVALUATION",,,"Active",,,,,
"EVANGELISM",,,,,,,,
"EVASION",,,,,"Negativ",,,
"EVEN#1",,,,,,,,
"EVEN#2",,,,,,,,
"EVEN#3",,,,,"Negativ",,,
"EVEN#4","Positiv",,,,,,,
"EVEN#5","Positiv",,,,,,,
"EVENING",,,,,,,,
"EVENT#1",,,,,,,,
"EVENT#2",,,,,,,,
"EVENT#3",,,,,,,,
"EVENTUAL",,,,,,,,
"EVER#1",,,,,,,,
"EVER#2",,,,,,,,
"EVER#3",,"Strong",,,,,,
"EVERLASTING","Positiv","Strong",,,,,,
"EVERY",,"Strong",,,,,,
"EVERYBODY",,,,,,,,
"EVERYDAY",,,,,,,,
"EVERYONE",,,,,,,,
"EVERYTHING",,,,,,,,
"EVERYWHERE",,,,,,,,
"EVICT",,,,,"Negativ",,,
"EVIDENCE#1",,"Strong",,,,,,
"EVIDENCE#2",,"Strong","Active",,,,,
"EVIDENT",,,,,,,"Passive",
"EVIDENTLY",,,,,,,"Passive",
"EVIL#1",,,,,"Negativ",,,
"EVIL#2",,,,,"Negativ",,,
"EVOKE",,,,,,,,
"EVOLUTION",,,,,,,"Passive",
"EVOLUTIONARY",,,,,,,,
"EVOLVE",,,,,,,"Passive",
"EXACT#1","Positiv",,,,,,,
"EXACT#2","Positiv",,,,,,,
"EXACT#3",,"Strong","Active",,,,,
"EXACT#4",,"Strong","Active",,,,,
"EXAGGERATE",,,,,,,,
"EXAGGERATION",,,,,"Negativ",,,
"EXALT","Positiv",,,,,,"Passive",
"EXAM",,,,,,,,
"EXAMINATION",,,"Active",,,,,
"EXAMINE",,,"Active",,,,,
"EXAMINER",,,,"Role",,,,
"EXAMPLE",,,,,,,,
"EXASPERATE",,,,,"Negativ",,,
"EXASPERATION",,,,,"Negativ",,,
"EXCEED",,"Strong","Active",,,,,
"EXCEL","Positiv","Strong","Active",,,,,
"EXCELLENCE","Positiv",,,,,,,
"EXCELLENT","Positiv",,,,,,,
"EXCEPT",,,,,,,,
"EXCEPTION#1",,,,,,,,
"EXCEPTION#2",,,,,"Negativ",,,
"EXCEPTIONAL",,,,,,,,
"EXCERPT",,,,,,,,
"EXCESS",,,,,"Negativ",,,
"EXCESSIVE",,,,,"Negativ",,,
"EXCHANGE#1",,,"Active",,,,,
"EXCHANGE#2",,,"Active",,,,,
"EXCHEQUER",,,,,,,,
"EXCITE#1","Positiv",,"Active",,,,,
"EXCITE#2","Positiv",,"Active",,,,,
"EXCITED#1",,,,,,,"Passive",
"EXCITED#2","Positiv",,,,,,"Passive",
"EXCITEDNESS","Positiv",,,,,,,
"EXCITEMENT","Positiv",,,,,,"Passive",
"EXCLAIM",,,,,,,,
"EXCLAMATION",,,,,,,,
"EXCLUDE",,"Strong","Active",,"Negativ",,,
"EXCLUSION",,"Strong","Active",,"Negativ",,,
"EXCLUSIVE",,"Strong",,,,,,
"EXCLUSIVENESS",,,,,,,,
"EXCOMMUNICATION",,,,,"Negativ",,,
"EXCUSE#1",,,,,,"Weak","Passive",
"EXCUSE#2",,"Strong",,,,,,
"EXECUTE",,,,,"Negativ",,,
"EXECUTION",,"Strong","Active",,,,,
"EXECUTIVE",,"Strong",,"Role",,,,
"EXEMPLARY",,,,,,,,
"EXEMPT",,,,,"Negativ",,,
"EXERCISE#1",,"Strong","Active",,,,,
"EXERCISE#2",,"Strong","Active",,,,,
"EXERT",,"Strong","Active",,,,,
"EXERTION","Positiv",,,,,,,
"EXHAUST",,,,,"Negativ",,,
"EXHAUSTION",,,,,"Negativ",,,
"EXHIBIT#1",,,"Active",,,,,
"EXHIBIT#2",,,"Active",,,,,
"EXHIBITION",,,,,,,,
"EXHILARATION","Positiv",,,,,,,
"EXIGENCY",,,,,,,,
"EXILE",,,"Active",,"Negativ",,,
"EXIST#1",,,,,,,,
"EXIST#2",,,,,,,,
"EXISTENCE",,,,,,,,
"EXIT",,,,,"Negativ",,,
"EXOTIC","Positiv",,,,,,,
"EXPAND#1",,"Strong","Active",,,,,
"EXPAND#2",,"Strong","Active",,,,,
"EXPANSE",,"Strong",,,,,,
"EXPANSION",,"Strong","Active",,,,,
"EXPECT#1",,,,,,,"Passive",
"EXPECT#2",,,,,,,"Passive",
"EXPECTATION",,,,,,,"Passive",
"EXPEDIENCY",,,,,,,,
"EXPEDIENT",,,,,"Negativ",,,
"EXPEDITE",,,,,,,,
"EXPEDITION",,,"Active",,,,,
"EXPEL",,,"Active",,"Negativ",,,
"EXPELL",,,,,,,,
"EXPEND",,,"Active",,,,,
"EXPENDITURE",,,,,,,,
"EXPENSE#1",,,,,"Negativ",,,
"EXPENSE#2",,,,,"Negativ",,,
"EXPENSIVE",,,,,"Negativ",,,
"EXPERIENCE#1","Positiv","Strong",,,,,,
"EXPERIENCE#2",,,,,,,"Passive",
"EXPERIENCE#3","Positiv","Strong",,,,,"Passive",
"EXPERIENCER",,,,"Role",,,"Passive",
"EXPERIENTIAL",,,,,,,"Passive",
"EXPERIMENT#1",,,"Active",,,,,
"EXPERIMENT#2",,,"Active",,,,,
"EXPERIMENTAL",,,"Active",,,,,
"EXPERIMENTER",,,,,,,,
"EXPERT#1","Positiv","Strong",,"Role",,,,
"EXPERT#2","Positiv","Strong",,,,,,
"EXPIRATION",,,,,,,,
"EXPIRE",,,,,,"Weak","Passive",
"EXPLAIN",,,"Active",,,,,
"EXPLANATION",,,"Active",,,,,
"EXPLICIT",,,,,,,,
"EXPLODE",,,,,"Negativ",,"Passive",
"EXPLOIT#1",,"Strong",,,,,,
"EXPLOIT#2",,"Strong","Active",,"Negativ",,,
"EXPLORATION",,,"Active",,,,,
"EXPLORATORY",,,,,,,,
"EXPLORE",,,"Active",,,,,
"EXPLORER",,,"Active","Role",,,,
"EXPLOSION",,"Strong","Active",,"Negativ",,,
"EXPLOSIVE",,"Strong","Active",,"Negativ",,,
"EXPORT",,,,,,,,
"EXPORTATION",,,,,,,,
"EXPORTER",,,,,,,,
"EXPOSE",,,"Active",,"Negativ",,,
"EXPRESS",,,"Active",,,,,
"EXPRESSION#1",,,"Active",,,,,
"EXPRESSION#2",,,,,,,"Passive",
"EXPRESSIVE",,,,,,,"Passive",
"EXPULSION",,,,,,,,
"EXQUISITE","Positiv",,,,,,,
"EXTEND#1",,"Strong","Active",,,,,
"EXTEND#2",,,"Active",,,,,
"EXTEND#3",,,,,,,"Passive",
"EXTENSION",,"Strong",,,,,,
"EXTENSIVE",,"Strong",,,,,,
"EXTENT",,,,,,,,
"EXTERMINATE",,,"Active",,"Negativ",,,
"EXTERMINATION",,,,,"Negativ",,,
"EXTERNAL",,,,,,,,
"EXTINCT",,,,,"Negativ",,,
"EXTINGUISH",,"Strong","Active",,"Negativ",,,
"EXTOL","Positiv",,,,,,"Passive",
"EXTRA",,,,,,,,
"EXTRAORDINARY","Positiv",,,,,,,
"EXTRAPOLATE",,,"Active",,,,,
"EXTRAPOLATION",,,"Active",,,,,
"EXTRAVAGANCE","Positiv",,,,,,,
"EXTRAVAGANT",,,,,"Negativ",,,
"EXTREME#1",,"Strong",,,,,,
"EXTREME#2",,"Strong",,,,,,
"EXTREME#3",,,,,,,,
"EXUBERANCE","Positiv",,,,,,,
"EXUBERANT","Positiv",,,,,,,
"EXULT","Positiv",,,,,,"Passive",
"EXULTATION","Positiv",,,,,,"Passive",
"EYE#1",,,,,,,,
"EYE#2",,,,,,,"Passive",
"EYE#3","Positiv",,,,,,,
"EYE#4",,,"Active",,,,,
"EYE#5",,,,,,,"Passive",
"EYE#6",,,,"Role",,,,
"EYEBROW",,,,,,,,
"EYELID",,,,,,,,
"FABRIC",,,,,,,,"Object"
"FABRICATE",,,"Active",,"Negativ",,,
"FABRICATION",,,,,"Negativ",,,
"FABULOUS","Positiv",,,,,,,
"FACE#1",,,,,,,,
"FACE#2",,"Strong","Active",,,,,
"FACE#3",,,,,,,,
"FACE#4",,,,,,,,
"FACE#5",,,,,,,,
"FACIAL",,,,,,,,
"FACILITATE","Positiv","Strong",,,,,,
"FACILITY",,"Strong",,,,,,
"FACT#1",,,,,,,,
"FACT#2",,,,,,,,
"FACT#3",,,,,,,,
"FACTION",,,,,,,,
"FACTOR",,,,,,,,
"FACTORY",,,,,,,,
"FACTUAL","Positiv",,,,,,,
"FACULTY#1",,,,,,,,
"FACULTY#2",,"Strong",,,,,,
"FADE#1",,,,,,,"Passive",
"FADE#2",,,,,,,"Passive",
"FAIL#1",,,,,"Negativ","Weak","Passive",
"FAIL#2",,,,,"Negativ","Weak","Passive",
"FAIL#3",,,,,"Negativ","Weak","Passive",
"FAIL#4",,,,,"Negativ","Weak","Passive",
"FAILURE",,,,,"Negativ","Weak","Passive",
"FAINT",,,,,"Negativ","Weak","Passive",
"FAIR#1","Positiv",,,,,,,
"FAIR#2",,,,,,,,
"FAIR#3",,,,,,,,
"FAIR#4","Positiv",,,,,,,
"FAIR#5","Positiv",,,,,,,
"FAIRNESS","Positiv",,,,,,,
"FAITH#1","Positiv",,,,,,"Passive",
"FAITH#2","Positiv",,,,,,"Passive",
"FAITHFUL","Positiv",,,,,,"Passive",
"FAITHFULNESS","Positiv",,,,,,,
"FAKE",,,,,"Negativ",,,
"FALL#1",,,,,,"Weak","Passive",
"FALL#2",,,,,,,"Passive",
"FALL#3",,,,,,,"Passive",
"FALL#4",,,,,,,,
"FALL#5",,,,,,"Weak",,
"FALL#6",,,,,,"Weak","Passive",
"FALL#7",,,,,"Negativ","Weak","Passive",
"FALL#8",,,,,,"Weak","Passive",
"FALL#9",,,,,,,"Passive",
"FALLACY",,,,,"Negativ",,,
"FALLEN#1",,,,,,,,
"FALLOUT",,,,,"Negativ",,,
0,,,,,"Negativ",,,
"FALSEHOOD",,,,,"Negativ",,,
"FALTER",,,,,"Negativ","Weak",,
"FAME","Positiv",,,,,,,
"FAMILIAR","Positiv",,,,,,,
"FAMILIARITY","Positiv",,,,,,,
"FAMILIARIZE","Positiv",,"Active",,,,,
"FAMILY",,,,,,,,
"FAMINE",,,,,"Negativ","Weak",,
"FAMISHED",,,,,"Negativ",,,
"FAMOUS","Positiv",,,,,,,
"FAN#1",,,,"Role",,,"Passive",
"FAN#2",,,"Active",,,,,
"FAN#3",,,,,,,,"Object"
"FANATIC",,,,,"Negativ",,,
"FANATICAL",,,,,"Negativ",,,
"FANCY","Positiv",,,,,,,
"FANTASTIC","Positiv",,,,,,,
"FANTASY","Positiv",,,,,,,
"FAR#1",,,,,,,,
"FAR#2",,,,,,,,
"FAR#3",,,,,,,,
"FAR#4",,,,,,,,
"FAR-REACHING",,,,,,,,
"FARCE",,,,,"Negativ",,,
"FARE#1",,,,,,,,
"FARE#2",,,,,,,,
"FAREWELL",,,,,,,,
"FARM#1",,,,,,,,
"FARM#2",,,,,,,,
"FARM#3",,,,,,,,
"FARMER",,,,"Role",,,,
"FARSIGHTED","Positiv",,,,,,,
"FARTHER",,,,,,,,
"FASCINATE#1",,,,,,,,
"FASCINATE#2",,,,,,,,
"FASCINATION","Positiv",,,,,,,
"FASCIST",,,,,"Negativ",,,
"FASHION",,,,,,,,
"FASHIONABLE","Positiv",,,,,,,
"FAST#1",,"Strong","Active",,,,,
"FAST#2",,"Strong","Active",,,,,
"FAST#3",,"Strong",,,,,,
"FAST#4",,,,,,,,
"FAST#5",,"Strong","Active",,,,,
"FAST#6",,"Strong","Active",,,,,
"FASTEN",,,,,,,,
"FAT#1",,,,,"Negativ",,,
"FAT#2",,,,,"Negativ",,,
"FAT#3",,,,,"Negativ",,,
"FATAL",,,,,"Negativ",,,
"FATALISTIC",,,,,"Negativ",,,
"FATE",,"Strong",,,,,,
"FATHER",,"Strong",,"Role",,,,
"FATHOM#1",,"Strong",,,,,,
"FATHOM#2",,"Strong","Active",,,,,
"FATIGUE",,,,,"Negativ","Weak","Passive",
"FAULT",,,,,"Negativ","Weak",,
"FAVOR#1","Positiv",,,,,,,
"FAVOR#2","Positiv",,,,,,,
"FAVOR#3","Positiv",,,,,,,
"FAVOR#4","Positiv",,,,,,,
"FAVOR#5","Positiv",,,,,,"Passive",
"FAVORABLE","Positiv",,,,,,,
"FAVORITE","Positiv",,,,,,,
"FAVOUR#1",,,,,,,,
"FAVOURABLE#1",,,,,,,,
"FAVOURITE#1",,,,,,,,
"FEAR#1",,,,,"Negativ","Weak","Passive",
"FEAR#2",,,,,"Negativ","Weak","Passive",
"FEAR#3",,"Strong",,,"Negativ",,,
"FEARFUL",,,,,"Negativ","Weak","Passive",
"FEARLESS","Positiv","Strong",,,,,,
"FEARSOME",,,,,"Negativ",,,
"FEASIBLE","Positiv","Strong",,,,,,
"FEAST#1","Positiv",,"Active",,,,,
"FEAST#2","Positiv",,"Active",,,,,
"FEATHER#1",,,,,,,,
"FEATHER#2",,,,,,,,
"FEATHER#3",,,,,,,,
"FEATURE#1",,,,,,,,
"FEATURE#2",,,,,,,,
"FEBRUARY",,,,,,,,
"FED#1",,,,,,,,
"FED#2",,,,,"Negativ",,"Passive",
"FEDERAL",,,,,,,,
"FEDERATE",,,,,,,,
"FEDERATION",,"Strong",,,,,,
"FEE",,,,,,,,
"FEEBLE",,,,,"Negativ","Weak","Passive",
"FEED#1",,"Strong",,,,,,
"FEED#2",,,,,,,,
"FEED#3",,,,,,,,"Object"
"FEED#4",,,,,,,,
"FEEL#1",,,,,,,"Passive",
"FEEL#2",,,,,,,"Passive",
"FEEL#3",,,,,,,"Passive",
"FEELER",,,,,,,,
"FEET#1",,,,,,,,
"FEET#2",,,,,,,,
"FEIGN",,,"Active",,"Negativ",,,
"FEINT",,,"Active",,"Negativ",,,
"FELL#1",,,,,,,,
"FELL#2",,,,,,,,
"FELL#3",,,,,,,,
"FELL#4",,,,,,,,
"FELL#5",,,,,,,,
"FELL#6",,,,,,,,
"FELLOW#1",,,,"Role",,,,
"FELLOW#2","Positiv",,,,,,,
"FELLOWSHIP","Positiv","Strong",,,,,,
"FELT#1",,,,,,,,
"FEMALE",,,,"Role",,,,
"FEMININE",,,,"Role",,"Weak",,
"FENCE#1",,,,,,,,"Object"
"FENCE#2",,"Strong","Active",,,,,
